,Market Moving?,amazon,said,content,company,year,1,retail,percent,walmart,new,stores,sales,online,also,index,target,pandas,market,one,would,store,last,gt,business,companies,billion,like,u,first,according,per,amp,could,customers,retailers,retailer,shares,2,inc,years,group,time,health,price,e,share,growth,div,stock,com,people,commerce,two,products,million,p,shoppers,cent,quarter,service,day,3,deal,says,may,still,many,4,analyst,brands,delivery,make,data,since,much,including,5,employees,000,even,holiday,re,buy,industry,based,home,shopping,technology,big,get,services,grocery,earnings,items,whole,well,analysts,care,consumer,already,prices,month,cnbc,foods,chief,prime,announced,workers,move,food,pay,go,chain,ceo,alexa,world,google,2017,10,7,long,high,next,investors,report,back,thursday,going,plans,told,three,child,m,giant,best,week,2018,bloomberg,revenue,co,take,6,season,consumers,mart,bezos,tax,wal,executive,toys,see,made,digital,better,firm,china,way,months,second,past,friday,third,higher,use,walgreens,top,recent,monday,apple,think,money,street,reported,0,end,earlier,tuesday,work,brand,less,cloud,want,wednesday,part,strong,start,product,around,expected,increase,making,goods,across,sears,spending,largest,value,r,help,free,president,wrote,biggest,another,term,customer,ago,costs,added,9,selling,financial,8,growing,15,sell,private,investment,cvs,lower,netflix,tech,apparel,far,news,results,wage,500,12,looking,research,alibaba,good,voice,20,locations,low,trading,number,wall,cost,kroger,corp,rose,likely,acquisition,mr,average,2016,devices
0,0.0,0.007053291536050156,0.0010706638115631694,0.0,0.0,0.000588235294117647,0.0009407337723424273,0.0014471780028943561,0.00273224043715847,0.0045662100456621,0.0007235890014471781,0.0,0.0,0.003901170351105332,0.0006693440428380187,0.0046296296296296285,0.0016116035455278,0.0,0.0,0.0008163265306122449,0.0,0.0,0.0015515903801396431,0.0,0.0,0.0023923444976076554,0.001180637544273908,0.0011210762331838565,0.0,0.0008319467554076539,0.004488330341113106,0.0,0.0,0.0,0.004552352048558422,0.01556420233463035,0.0015105740181268882,0.0,0.0,0.0,0.0009861932938856016,0.0010214504596527069,0.0010330578512396695,0.0,0.001451378809869376,0.0,0.0031847133757961785,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0016129032258064516,0.0,0.010101010101010102,0.0,0.0,0.0,0.008849557522123894,0.0,0.002044989775051125,0.0,0.0,0.0,0.0,0.0,0.002036659877800407,0.003067484662576687,0.002816901408450705,0.0,0.0,0.002409638554216868,0.0,0.0013175230566534915,0.0,0.0,0.0,0.001364256480218281,0.008658008658008658,0.0,0.0018939393939393942,0.0,0.0,0.0022624434389140274,0.010958904109589041,0.0,0.0017605633802816902,0.0016260162601626016,0.0,0.0,0.0,0.0028985507246376808,0.0,0.0015337423312883436,0.0,0.0,0.004484304932735426,0.0,0.00425531914893617,0.0,0.0,0.0,0.0,0.03448275862068965,0.0,0.0,0.0,0.0,0.002645502645502645,0.0,0.0,0.0,0.0,0.0,0.0049504950495049506,0.0,0.0015772870662460567,0.0,0.0,0.001639344262295082,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00482315112540193,0.0,0.0,0.0,0.0023752969121140144,0.0032573289902280127,0.0022271714922049,0.0021691973969631237,0.0,0.0,0.005102040816326529,0.0,0.009478672985781993,0.0,0.0,0.0,0.0038759689922480615,0.0,0.0,0.0,0.0,0.0,0.006578947368421052,0.0,0.002710027100271003,0.0,0.0,0.0018148820326678765,0.0,0.0,0.006557377049180328,0.0,0.0,0.0,0.0,0.004705882352941176,0.0,0.002770083102493075,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.003584229390681004,0.0019379844961240308,0.0,0.0024875621890547268,0.0,0.0,0.0,0.0,0.0,0.0019342359767891683,0.0020408163265306124,0.00468384074941452,0.0,0.0,0.0,0.0,0.0032573289902280127,0.002109704641350211,0.0,0.0,0.0,0.006688963210702341,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.002597402597402597,0.0,0.0,0.0,0.0,0.0,0.0027855153203342623,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.005934718100890208,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0023584905660377358,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1,0.0,0.0007836990595611285,0.0005353319057815847,0.013605442176870748,0.0,0.001176470588235294,0.0,0.0057887120115774245,0.0009107468123861566,0.0,0.0007235890014471781,0.0042313117066290545,0.003588516746411483,0.0013003901170351106,0.002008032128514056,0.0,0.0,0.0,0.0009233610341643582,0.0,0.0017969451931716086,0.0017482517482517485,0.0023273855702094647,0.0,0.0010395010395010396,0.0011961722488038275,0.0035419126328217233,0.0,0.0,0.0008319467554076539,0.0008976660682226213,0.0,0.0,0.0020855057351407717,0.0,0.0,0.0015105740181268882,0.002886002886002886,0.0,0.0,0.0009861932938856016,0.0,0.0,0.012396694214876032,0.001451378809869376,0.0,0.0015923566878980893,0.0,0.0,0.0,0.0,0.002828854314002829,0.0,0.0021436227224008574,0.0018148820326678765,0.0016129032258064516,0.0,0.002525252525252525,0.0,0.0,0.0,0.0,0.0,0.018404907975460124,0.0,0.001218026796589525,0.0,0.002994011976047905,0.0,0.0,0.0,0.0,0.0,0.0,0.0012048192771084338,0.0,0.0013175230566534915,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0019230769230769234,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0033444816053511705,0.0,0.0,0.0,0.0,0.0,0.010204081632653059,0.0,0.003436426116838488,0.0,0.0015337423312883436,0.0027397260273972607,0.0,0.0029325513196480943,0.0,0.005671077504725897,0.0,0.0,0.0,0.0,0.0,0.005037783375314861,0.00468384074941452,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.001976284584980237,0.0,0.0,0.0,0.0,0.00425531914893617,0.0023752969121140144,0.0016286644951140064,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0035714285714285718,0.0,0.0,0.003976143141153081,0.0,0.0,0.0,0.0,0.002109704641350211,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.16216216216216214,0.0,0.0,0.0,0.0,0.0,0.0,0.005917159763313609,0.0022883295194508014,0.0,0.0018148820326678765,0.002004008016032064,0.0,0.0,0.0,0.0019379844961240308,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0019342359767891683,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0025575447570332483,0.0,0.0,0.0,0.002770083102493075,0.00205761316872428,0.0,0.0,0.0,0.005089058524173028,0.0,0.0,0.0396039603960396,0.0055710306406685246,0.0,0.0,0.0,0.0,0.0026246719160104987,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0023584905660377358,0.007117437722419929,0.0028490028490028487,0.0,0.0,0.0,0.0022935779816513767,0.011627906976744186,0.0,0.0,0.0,0.0
2,1.0,0.0007836990595611285,0.0010706638115631694,0.0,0.0013297872340425534,0.001176470588235294,0.0,0.0,0.0,0.0136986301369863,0.0,0.0014104372355430185,0.0011961722488038275,0.003901170351105332,0.0013386880856760374,0.0,0.0008058017727639,0.0,0.0,0.0008163265306122449,0.0,0.0,0.0007757951900698216,0.0,0.002079002079002079,0.0,0.0,0.0,0.0,0.0,0.0017953321364452427,0.0,0.0,0.0010427528675703858,0.0,0.0,0.0015105740181268882,0.001443001443001443,0.0011111111111111113,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0027624309392265192,0.0,0.0,0.0,0.0,0.0,0.0,0.003629764065335753,0.0032258064516129032,0.0,0.0,0.0,0.0017391304347826088,0.0,0.001769911504424779,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.002816901408450705,0.0,0.0,0.0,0.001375515818431912,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0018939393939393942,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.008695652173913044,0.0,0.0015337423312883436,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0029325513196480943,0.0,0.0,0.0,0.0,0.0,0.002645502645502645,0.0,0.0,0.0,0.0,0.0,0.0,0.0017730496453900707,0.0,0.0016891891891891893,0.0,0.0,0.0,0.0,0.0,0.0,0.00211416490486258,0.0,0.0,0.002145922746781116,0.0,0.0,0.0,0.0,0.0023752969121140144,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0035714285714285718,0.0,0.0,0.0,0.003289473684210526,0.0,0.0,0.0,0.0,0.0,0.0,0.0019493177387914231,0.0,0.0,0.002061855670103093,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0019011406844106464,0.0,0.0,0.003215434083601286,0.0019342359767891683,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0033444816053511705,0.0,0.0,0.0,0.0,0.0,0.006622516556291391,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0027777777777777783,0.002544529262086514,0.0,0.0,0.0,0.0027855153203342623,0.0,0.0,0.0,0.0,0.0,0.003289473684210526,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0023584905660377358,0.0,0.0,0.0,0.0,0.0,0.0,0.0038759689922480615,0.0,0.0,0.002183406113537118,0.0
3,1.0,0.0007836990595611285,0.0,0.0,0.0006648936170212767,0.001176470588235294,0.0,0.0014471780028943561,0.0036429872495446266,0.0030441400304414,0.0007235890014471781,0.0014104372355430185,0.004784688995215311,0.0013003901170351106,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0017482517482517485,0.0023273855702094647,0.0,0.002079002079002079,0.0011961722488038275,0.0,0.0,0.0,0.0,0.0,0.00373134328358209,0.0,0.0010427528675703858,0.0,0.0019455252918287934,0.004531722054380665,0.001443001443001443,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.004777070063694268,0.0,0.0,0.0017035775127768314,0.0,0.0014144271570014145,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0013315579227696404,0.00408997955010225,0.0,0.0,0.0013774104683195593,0.0014970059880239524,0.0,0.0,0.0,0.0,0.0030211480362537764,0.0,0.0,0.0,0.0013175230566534915,0.0,0.0,0.0,0.0,0.012987012987012988,0.0,0.0,0.0,0.0,0.0,0.0027397260273972607,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.002242152466367713,0.0,0.0,0.0,0.0054794520547945215,0.0,0.0029325513196480943,0.0,0.001890359168241966,0.01293103448275862,0.0019011406844106464,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0017730496453900707,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0018382352941176468,0.0,0.0,0.0,0.002145922746781116,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0017006802721088435,0.0018867924528301887,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.003289473684210526,0.0,0.0,0.0,0.002109704641350211,0.0,0.0,0.0,0.003278688524590164,0.0,0.0,0.0,0.0,0.0,0.0,0.008310249307479225,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.002004008016032064,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.003003003003003003,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0032573289902280127,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.002770083102493075,0.0,0.0,0.0,0.0,0.002544529262086514,0.003194888178913738,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0026246719160104987,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.004587155963302753,0.0,0.0,0.0023584905660377358,0.0035587188612099642,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4,1.0,0.0,0.0016059957173447535,0.0,0.0,0.0,0.0,0.0,0.0036429872495446266,0.0,0.0007235890014471781,0.0,0.0023923444976076554,0.0,0.0006693440428380187,0.0,0.0,0.0,0.0,0.0,0.0,0.0017482517482517485,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0008976660682226213,0.0,0.0,0.0,0.0015174506828528073,0.0,0.0,0.001443001443001443,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0031847133757961785,0.0,0.0,0.0017035775127768314,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0017391304347826088,0.0,0.001769911504424779,0.0,0.0,0.0,0.003654080389768575,0.0,0.002994011976047905,0.0,0.004073319755600814,0.0,0.0,0.0,0.0,0.0012048192771084338,0.002751031636863824,0.0,0.0,0.0,0.0,0.0,0.004329004329004329,0.0,0.0,0.0,0.0,0.004524886877828055,0.0027397260273972607,0.0,0.0,0.0,0.002061855670103093,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0014662756598240471,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0018018018018018016,0.0,0.0,0.00211416490486258,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0026666666666666666,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0025906735751295338,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.002061855670103093,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0019379844961240308,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0065146579804560255,0.002109704641350211,0.0025510204081632647,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00205761316872428,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.003115264797507788,0.0,0.002325581395348837,0.0,0.002525252525252525,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.003215434083601286,0.0,0.0
5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0014471780028943561,0.0,0.0045662100456621,0.0,0.002820874471086037,0.0,0.0,0.0013386880856760374,0.0,0.0008058017727639,0.0,0.0,0.0008163265306122449,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.002242152466367713,0.0,0.0008319467554076539,0.0008976660682226213,0.0,0.0,0.0,0.0,0.0,0.0015105740181268882,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0054446460980036296,0.0,0.0,0.002525252525252525,0.0,0.0,0.00205761316872428,0.0,0.0,0.0,0.0,0.001218026796589525,0.0,0.0,0.0,0.0,0.006134969325153374,0.0,0.0,0.0,0.0012048192771084338,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0027397260273972607,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.002127659574468085,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.001639344262295082,0.0,0.0,0.0,0.0,0.0,0.0,0.001976284584980237,0.0,0.0,0.0,0.0,0.002127659574468085,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0022883295194508014,0.0,0.0018148820326678765,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.003215434083601286,0.0,0.0,0.0,0.0,0.0031847133757961785,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0018484288354898336,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.002544529262086514,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
6,0.0,0.0109717868338558,0.004817987152034261,0.0,0.0,0.0,0.0,0.0,0.00273224043715847,0.0015220700152207,0.0021707670043415337,0.0014104372355430185,0.0,0.0013003901170351106,0.002008032128514056,0.0,0.0,0.0,0.0,0.0024489795918367346,0.003593890386343217,0.0,0.0007757951900698216,0.0,0.0,0.0,0.001180637544273908,0.0,0.0,0.0,0.0017953321364452427,0.0,0.0,0.003128258602711157,0.0075872534142640375,0.0,0.0,0.0,0.0,0.0,0.0,0.0020429009193054137,0.0,0.004132231404958678,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.005657708628005658,0.0,0.0,0.0,0.0,0.0,0.005050505050505051,0.0,0.0,0.00411522633744856,0.0,0.0,0.0,0.0,0.0,0.0,0.002994011976047905,0.0,0.0,0.0,0.0,0.0015105740181268882,0.0,0.0012048192771084338,0.001375515818431912,0.0013175230566534915,0.0,0.0,0.0,0.005457025920873124,0.0,0.0,0.0018939393939393942,0.0,0.0,0.0,0.0,0.0,0.0017605633802816902,0.0,0.010309278350515464,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.001718213058419244,0.0,0.0,0.0,0.0,0.0014662756598240471,0.002873563218390805,0.0,0.0,0.0019011406844106464,0.0,0.0,0.0024691358024691358,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0034904013961605585,0.001639344262295082,0.0,0.0,0.0,0.0,0.0,0.002141327623126339,0.0,0.0,0.0,0.0,0.0,0.002127659574468085,0.0,0.0,0.0,0.0,0.0025380710659898475,0.0,0.0017006802721088435,0.0,0.0,0.010666666666666666,0.0,0.0,0.0,0.0,0.0017857142857142854,0.0,0.0,0.0019880715705765406,0.003289473684210526,0.0051813471502590676,0.002710027100271003,0.0,0.004219409282700422,0.0,0.0,0.0,0.0,0.0,0.0,0.004464285714285714,0.0,0.002352941176470588,0.0,0.0,0.0,0.0,0.0026666666666666666,0.0,0.0,0.0,0.003629764065335753,0.0,0.0,0.0,0.003584229390681004,0.0019379844961240308,0.0,0.00746268656716418,0.0,0.0,0.0,0.004842615012106539,0.00964630225080386,0.0,0.0,0.00234192037470726,0.0024271844660194173,0.0,0.0,0.0,0.0065146579804560255,0.0,0.0,0.0,0.0,0.006688963210702341,0.0,0.0,0.0018484288354898336,0.0020161290322580645,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00823045267489712,0.0,0.0,0.0,0.0,0.0,0.0,0.0099009900990099,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.002976190476190476,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.002183406113537118,0.006802721088435374
7,0.0,0.0007836990595611285,0.0,0.0,0.0,0.000588235294117647,0.0,0.0014471780028943561,0.0,0.0,0.0,0.0,0.0,0.0,0.0006693440428380187,0.0,0.0008058017727639,0.0,0.0,0.0,0.0,0.0017482517482517485,0.0007757951900698216,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0030349013657056147,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00205761316872428,0.0,0.0,0.0,0.0023752969121140144,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0019230769230769234,0.0,0.0,0.0,0.0021551724137931034,0.0,0.0,0.0,0.010033444816053512,0.0,0.0028985507246376808,0.003076923076923077,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0038022813688212928,0.0,0.0,0.0,0.0,0.0,0.003003003003003003,0.002645502645502645,0.0,0.0025188916876574307,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0018018018018018016,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0017006802721088435,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.002232142857142857,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0019011406844106464,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.002570694087403599,0.0,0.0,0.002109704641350211,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0024630541871921183,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.026845637583892617,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8,1.0,0.0,0.0010706638115631694,0.0,0.0006648936170212767,0.000588235294117647,0.0,0.0,0.00273224043715847,0.0,0.0021707670043415337,0.002820874471086037,0.004784688995215311,0.002600780234070221,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0017482517482517485,0.0007757951900698216,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0008976660682226213,0.0,0.0,0.0,0.0,0.0,0.0030211480362537764,0.002886002886002886,0.0,0.0,0.0,0.0,0.0,0.004132231404958678,0.0,0.0,0.0,0.0013812154696132596,0.0,0.0,0.0,0.0,0.0,0.0,0.0018148820326678765,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0013774104683195593,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.001375515818431912,0.0013175230566534915,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0022624434389140274,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.008695652173913044,0.0,0.0,0.0020876826722338203,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0014662756598240471,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0025188916876574307,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.003603603603603604,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0026666666666666666,0.0,0.0,0.0,0.0,0.0017857142857142854,0.0,0.0,0.0,0.003289473684210526,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.002525252525252525,0.0,0.003003003003003003,0.0,0.0,0.0,0.0,0.0,0.0,0.0031847133757961785,0.0,0.0,0.0065146579804560255,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.002770083102493075,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0027855153203342623,0.0,0.0,0.0,0.0,0.0,0.003289473684210526,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.002525252525252525,0.0030959752321981426,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
9,1.0,0.003918495297805642,0.0005353319057815847,0.0,0.0,0.000588235294117647,0.0,0.0,0.0009107468123861566,0.0015220700152207,0.0014471780028943561,0.002820874471086037,0.0023923444976076554,0.006501950585175553,0.0006693440428380187,0.0,0.0008058017727639,0.0,0.0018467220683287165,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0011210762331838565,0.0,0.0,0.0008976660682226213,0.0,0.0,0.0010427528675703858,0.0015174506828528073,0.0038910505836575885,0.0015105740181268882,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.001451378809869376,0.0,0.0031847133757961785,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.003629764065335753,0.0,0.0,0.010101010101010102,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0014970059880239524,0.0,0.0,0.0,0.0,0.0,0.00375234521575985,0.0,0.0,0.0,0.0,0.0,0.0,0.002728512960436562,0.008658008658008658,0.0,0.0037878787878787884,0.0,0.002877697841726619,0.0,0.0027397260273972607,0.0,0.0,0.0,0.002061855670103093,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.004484304932735426,0.0,0.0,0.0,0.0,0.0,0.0014662756598240471,0.0,0.0,0.0,0.0,0.003003003003003003,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0017730496453900707,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0023752969121140144,0.0,0.0,0.0,0.005076142131979695,0.0,0.0,0.0,0.0047393364928909965,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0020408163265306124,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0019047619047619048,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.006369426751592357,0.002570694087403599,0.0,0.01954397394136808,0.0,0.0,0.0,0.0,0.0,0.0019047619047619048,0.0,0.0,0.0,0.0,0.0,0.0025575447570332483,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.005934718100890208,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.004366812227074236,0.0
